timestamp,source_file,feedback_text,category,llm_confidence,neighbour_agreement,final_confidence,rationale,flagged_keywords,needs_review
2026-09-18T20:20:56,Feedy_200_Customer_Reviews.pdf,The staff handled my transaction correctly and answered my main questions.,Good,1.0,0.0,0.7,"The customer is generally satisfied with the staff's handling of their transaction and answering of questions, but there is no mention of exceptional service or enthusiasm.","handled my transaction correctly, answered my main questions",False
2026-09-18T20:21:02,Feedy_200_Customer_Reviews.pdf,There was a significant delay before my issue was addressed.,Good,0.8,0.33,0.7,"The customer mentions a specific problem (delay) but frames it as 'significant', implying it's not the end of the world, and doesn't express strong dissatisfaction or frustration.",significant delay,False
2026-09-18T20:21:08,Feedy_200_Customer_Reviews.pdf,"The staff were courteous, but I had to repeat my request several times.",Good,0.9,0.0,0.65,"The customer is generally satisfied with the courtesy of the staff, but has a minor reservation about having to repeat their request.","courteous, repeat my request",False
2026-09-18T20:21:14,Feedy_200_Customer_Reviews.pdf,The branch provided good service and my request was completed correctly.,Good,0.9,0.67,0.85,"The customer is generally satisfied with the service they received, using positive language to describe it as 'good'. The tone is calm and matter-of-fact.","good, service",False
2026-09-18T20:21:21,Feedy_200_Customer_Reviews.pdf,"The employee was helpful, although the explanation could have been clearer.",Good,0.9,0.33,0.75,"The customer is generally satisfied with the service they received from the employee, but has a minor reservation about the clarity of the explanation.","helpful, although",False
2026-09-18T20:21:26,Feedy_200_Customer_Reviews.pdf,"The staff were helpful after I explained everything again, but the first interaction was inefficient.",Good,0.8,0.33,0.7,"The customer mentions that the staff were helpful after a second attempt, indicating overall satisfaction. However, they also mention an initial inefficiency.","helpful, inefficient",False
2026-09-18T20:21:33,Feedy_200_Customer_Reviews.pdf,"I am impressed by the quality of service. The staff were polite, capable, and responsive.",Excellent,1.0,0.0,0.7,"The customer uses enthusiastic language ('impressed') to describe their experience with the quality of service, highlighting specific strengths (polite, capable, responsive staff).","impressed, polite, capable, responsive",False
2026-09-18T20:21:40,Feedy_200_Customer_Reviews.pdf,The staff were extremely helpful and professional. My issue was resolved quickly and I left very satisfied.,Excellent,1.0,0.0,0.7,"The customer uses strong, enthusiastic language to describe their experience, including 'extremely helpful', 'professional', and 'left very satisfied'. This suggests a high level of satisfaction and delight.","extremely helpful, professional, very satisfied",False
2026-09-18T20:21:46,Feedy_200_Customer_Reviews.pdf,The staff were dismissive and did not provide useful assistance.,Poor,1.0,1.0,1.0,"The customer expresses strong dissatisfaction with the service they received, using words like 'dismissive' to describe the staff's behavior.","dismissive, useful assistance",False
2026-09-18T20:21:52,Feedy_200_Customer_Reviews.pdf,"The branch was crowded, disorganized, and poorly managed.",Poor,1.0,0.67,0.9,"The customer expresses strong dissatisfaction with their experience, using words like 'crowded', 'disorganized', and 'poorly managed' to describe the branch.","crowded, disorganized, poorly managed",False
2026-09-18T20:21:58,Feedy_200_Customer_Reviews.pdf,I am very satisfied with the service. The process was simple because the staff explained every step.,Excellent,1.0,0.0,0.7,"The customer uses enthusiastic language ('very satisfied') and mentions a positive interaction with the staff, indicating a high level of satisfaction.","very satisfied, simple because the staff explained every step",False
2026-09-18T20:22:04,Feedy_200_Customer_Reviews.pdf,The employee was helpful and patient. Overall the experience was good.,Good,0.9,1.0,0.95,"The customer uses positive language to describe their experience, mentioning that the employee was 'helpful and patient', which suggests a generally satisfied tone.","helpful, patient",False
2026-09-18T20:22:11,Feedy_200_Customer_Reviews.pdf,"My issue was eventually resolved, but the process took longer than expected.",Good,0.9,0.33,0.75,"The customer is generally satisfied with the outcome, but mentions a minor reservation about the time it took to resolve their issue.","resolved, longer than expected",False
2026-09-18T20:22:17,Feedy_200_Customer_Reviews.pdf,The branch experience was outstanding. The employee was respectful and extremely helpful.,Excellent,1.0,0.33,0.8,"The customer uses strong, enthusiastic language to describe their experience, calling it 'outstanding' and praising the employee's behavior.","outstanding, respectful, extremely helpful",False
2026-09-18T20:22:23,Feedy_200_Customer_Reviews.pdf,The employee was rude and did not seem interested in helping me.,Poor,1.0,1.0,1.0,"The customer expresses strong dissatisfaction with the employee's behavior, using words like 'rude' and implying a lack of interest in helping.","rude, not seem interested",False
2026-09-18T20:22:29,Feedy_200_Customer_Reviews.pdf,I had a serious issue with my transaction and the staff were unable to resolve it.,Poor,0.9,1.0,0.95,"The customer expresses frustration and disappointment, stating that their issue was not resolved by the staff, which indicates a negative experience.","serious issue, unable to resolve",False
2026-09-18T20:22:35,Feedy_200_Customer_Reviews.pdf,The process could be improved because I was sent to different desks before getting the right assistance.,Need Improvements,0.9,0.33,0.75,"The customer mentions a specific problem with the process, but expresses it in a calm and constructive tone.","different desks, right assistance",False
2026-09-18T20:22:41,Feedy_200_Customer_Reviews.pdf,I had a positive experience overall. The process was fairly simple.,Good,0.9,1.0,0.95,"The customer uses the word 'positive' to describe their experience, and mentions that the process was 'fairly simple', indicating general satisfaction with no major complaints.","positive, simple",False
2026-09-18T20:22:47,Feedy_200_Customer_Reviews.pdf,"My concern was resolved after several questions, but the first response was not very clear.",Good,0.9,0.0,0.65,"The customer's tone is generally positive and they mention that their 'concern was resolved', indicating a satisfactory outcome. However, they do express some minor dissatisfaction with the initial response.","resolved, not very clear",False
2026-09-18T20:22:53,Feedy_200_Customer_Reviews.pdf,"I had a seamless experience. The staff were professional, friendly, and efficient.",Excellent,1.0,0.0,0.7,"The customer uses enthusiastic language ('seamless', 'professional', 'friendly', 'efficient') to describe their experience.","seamless, professional, friendly, efficient",False
2026-09-18T20:22:59,Feedy_200_Customer_Reviews.pdf,Excellent branch experience. The staff were welcoming and provided clear guidance throughout the process.,Excellent,1.0,0.0,0.7,"The customer uses enthusiastic language ('excellent') to describe their experience, indicating strong satisfaction.","Excellent, welcoming, clear guidance",False
2026-09-18T20:23:05,Feedy_200_Customer_Reviews.pdf,The branch experience was poor. I waited too long and received very little assistance.,Poor,1.0,0.33,0.8,The customer explicitly states that the 'branch experience was poor' and mentions specific issues with waiting time and assistance.,"poor, waited too long, received very little assistance",False
2026-09-18T20:23:11,Feedy_200_Customer_Reviews.pdf,"The service was acceptable, but there should be clearer information for customers.",Good,0.9,0.33,0.75,"The customer is generally satisfied with the service, but has a minor reservation about the clarity of information.","acceptable, clearer",False
2026-09-18T20:23:17,Feedy_200_Customer_Reviews.pdf,I was given unclear instructions and wasted a lot of time because of it.,Poor,0.9,0.33,0.75,"The customer expresses frustration with the unclear instructions, which led to wasted time, indicating a strong negative sentiment.","unclear instructions, wasted a lot of time",False
2026-09-18T20:23:24,Feedy_200_Customer_Reviews.pdf,The service was satisfactory and the employee was knowledgeable about my request.,Good,0.9,0.33,0.75,"The customer describes their experience as 'satisfactory', which is a neutral to positive term, and mentions that the employee was knowledgeable, indicating a lack of major issues.","satisfactory, knowledgeable",False
2026-09-18T20:23:30,Feedy_200_Customer_Reviews.pdf,I am reasonably satisfied with the service. Everything was completed as expected.,Good,0.9,1.0,0.95,"The customer states they are 'reasonably satisfied', which suggests a positive overall tone, but also implies some minor reservations.","reasonably satisfied, completed as expected",False
2026-09-18T20:23:35,Feedy_200_Customer_Reviews.pdf,The transaction took far too long and there was almost no communication.,Poor,0.9,1.0,0.95,"The customer expresses strong dissatisfaction with the transaction experience, specifically mentioning a 'terrible' wait time and lack of communication.","far too long, almost no communication",False
2026-09-18T20:23:41,Feedy_200_Customer_Reviews.pdf,The team provided fast and reliable assistance. I had a very positive experience.,Excellent,0.9,0.33,0.75,"The customer uses enthusiastic language ('very positive experience') and expresses satisfaction with the team's performance, indicating strong delight.","fast, reliable, positive",False
2026-09-18T20:23:47,Feedy_200_Customer_Reviews.pdf,"Service was acceptable, but the waiting time needs improvement.",Good,0.9,0.67,0.85,"The customer is generally satisfied with the service, using positive language like 'acceptable', but also mentions a specific area for improvement.","acceptable, waiting time needs improvement",False
2026-09-18T20:23:54,Feedy_200_Customer_Reviews.pdf,The branch staff were polite and responsive. I received the help I needed.,Excellent,1.0,0.0,0.7,"The customer uses positive language to describe their experience, mentioning that the branch staff were 'polite' and 'responsive', and that they received the help they needed.","polite, responsive",False
2026-09-18T20:23:59,Feedy_200_Customer_Reviews.pdf,The employee was professional and helpful. The process was straightforward.,Excellent,1.0,0.0,0.7,"The customer uses enthusiastic language ('professional', 'helpful') to describe their experience, indicating strong satisfaction.","professional, helpful",False
2026-09-18T20:24:05,Feedy_200_Customer_Reviews.pdf,My request was mishandled and I had to spend extra time resolving the consequences.,Need Improvements,0.9,0.0,0.65,"The customer mentions a specific problem (request mishandled) but does not express strong dissatisfaction or frustration, only a calm tone of constructive critique.","mishandled, consequences",False
2026-09-18T20:24:12,Feedy_200_Customer_Reviews.pdf,The employee was knowledgeable and helped me complete the transaction.,Excellent,1.0,0.0,0.7,"The customer uses strong positive language, such as 'knowledgeable' and 'helped', indicating a high level of satisfaction.","knowledgeable, helped",False
2026-09-18T20:24:17,Feedy_200_Customer_Reviews.pdf,"The service was acceptable, but the staff could communicate the process more clearly.",Good,0.9,0.0,0.65,"The customer is generally satisfied with the service, but has a minor reservation about communication.","acceptable, communicate",False
2026-09-18T20:24:24,Feedy_200_Customer_Reviews.pdf,"My request was handled, but the process was slower than it should have been.",Good,0.9,0.33,0.75,"The customer is generally satisfied with the outcome, but has a minor reservation about the speed of the process.","slower, than it should have been",False
2026-09-18T20:24:29,Feedy_200_Customer_Reviews.pdf,"The issue was handled eventually, but I had to provide the same information more than once.",Need Improvements,0.9,0.0,0.65,"The customer is generally satisfied with the outcome, but expresses a specific problem with the process (having to repeat information). The tone is calm and constructive.","same information, more than once",False
2026-09-18T20:24:36,Feedy_200_Customer_Reviews.pdf,The branch could improve its organization because the queue was unclear.,Need Improvements,1.0,0.33,0.8,"The customer mentions a specific problem (the unclear queue) and suggests an improvement, indicating they are not strongly dissatisfied but rather providing constructive feedback.","improve, organization, queue was unclear",False
2026-09-18T20:24:41,Feedy_200_Customer_Reviews.pdf,The team was extremely helpful and courteous. My issue was resolved in one visit.,Excellent,1.0,0.0,0.7,"The customer uses enthusiastic language ('extremely helpful', 'courteous') to describe their experience, indicating strong satisfaction.","extremely helpful, courteous",False
2026-09-18T20:24:47,Feedy_200_Customer_Reviews.pdf,The customer service was excellent. I did not have to wait long and the employee was very helpful.,Excellent,1.0,0.33,0.8,"The customer explicitly states that the customer service was 'excellent', which indicates a high level of satisfaction.","excellent, helpful",False
2026-09-18T20:24:52,Feedy_200_Customer_Reviews.pdf,"I was helped eventually, but the initial response took too long.",Good,0.8,0.33,0.7,"The customer mentions that they were 'helped eventually', indicating a positive outcome, but expresses frustration with the initial delay.","initial response took too long, helped eventually",False
2026-09-18T20:24:58,Feedy_200_Customer_Reviews.pdf,"My problem was eventually solved, but the response time was disappointing.",Good,0.9,0.0,0.65,"The customer is generally satisfied with the outcome (problem solved), but expresses a minor reservation about the response time.","disappointing, response time",False
2026-09-18T20:25:04,Feedy_200_Customer_Reviews.pdf,"The service was slow, confusing, and frustrating from beginning to end.",Poor,0.9,0.67,0.85,"The customer uses strong negative language ('slow', 'confusing', 'frustrating') and expresses a desire for the experience to be different ('from beginning to end'). This suggests a high level of dissatisfaction.","slow, confusing, frustrating",False
2026-09-18T20:25:10,Feedy_200_Customer_Reviews.pdf,Overall good service. I received the assistance I needed without much difficulty.,Good,0.9,0.67,0.85,"The customer uses positive language to describe their experience, stating it was 'good' and that they received the assistance they needed without difficulty.","good service, received the assistance I needed",False
2026-09-18T20:25:16,Feedy_200_Customer_Reviews.pdf,The staff were professional and my concern was addressed adequately.,Good,1.0,0.0,0.7,"The customer is generally satisfied, but uses the word 'adequately' which implies some minor reservations.","professional, addressed adequately",False
2026-09-18T20:25:22,Feedy_200_Customer_Reviews.pdf,"The employee tried to resolve the problem, but I had to wait for additional assistance.",Good,0.9,0.0,0.65,"The customer is generally satisfied with the employee's effort to resolve the issue, but expresses a minor reservation about having to wait for additional assistance.","wait, additional assistance",False
2026-09-18T20:25:28,Feedy_200_Customer_Reviews.pdf,The team was helpful and professional. I left satisfied with the result.,Good,0.9,0.33,0.75,"The customer mentions being 'satisfied' with the result, which indicates a positive overall experience. The tone is calm and appreciative of the team's help.","helpful, professional, satisfied",False
2026-09-18T20:25:35,Feedy_200_Customer_Reviews.pdf,The waiting time was unacceptable and the staff did not communicate with me.,Poor,1.0,1.0,1.0,"The customer uses strong negative language ('unacceptable') to describe their experience, and mentions a specific problem (staff not communicating) that caused them frustration.","unacceptable, did not communicate",False
2026-09-18T20:25:41,Feedy_200_Customer_Reviews.pdf,Overall a good branch experience. The staff were respectful and efficient.,Good,0.9,1.0,0.95,"The customer uses positive language to describe their experience, mentioning that the staff were 'respectful and efficient', but doesn't express any strong enthusiasm or delight.","good, respectful, efficient",False
2026-09-18T20:25:47,Feedy_200_Customer_Reviews.pdf,"Everything went smoothly today. The staff were efficient, respectful, and helpful.",Excellent,1.0,0.0,0.7,"The customer uses enthusiastic language ('smoothly', 'efficient', 'respectful', 'helpful') to describe their experience.","smoothly, efficient, respectful, helpful",False
2026-09-18T20:25:53,Feedy_200_Customer_Reviews.pdf,The staff made an error in my request and did not take responsibility for correcting it.,Poor,1.0,1.0,1.0,"The customer is expressing frustration with the staff's mistake and lack of accountability, indicating a strong negative sentiment.","error, not take responsibility",False
2026-09-18T20:25:59,Feedy_200_Customer_Reviews.pdf,The service was average. The employee was polite but seemed unsure about the procedure.,Good,0.9,0.0,0.65,"The customer describes their experience as 'average', which suggests a neutral or slightly positive tone, and mentions that the employee was polite, indicating some satisfaction.","average, polite",False
